scenario_idx,minADE,minFDE,miss
3242,0.712253,1.159412,0
3243,0.115391,0.085362,0
3244,1.416672,2.842917,1
3245,2.761056,4.330041,1
3246,0.586125,0.968172,0
3247,0.158956,0.082264,0
3248,0.576955,0.964146,0
3249,0.757518,1.646727,0
3250,0.383338,0.590415,0
3251,0.298120,0.648974,0
3252,0.448375,0.772042,0
3253,0.420820,0.758805,0
3254,0.512523,0.920033,0
3255,0.475143,1.596225,0
3256,0.197575,0.158487,0
3257,0.558294,0.943749,0
3258,2.618308,3.548601,1
3259,1.692039,3.154593,1
3260,0.817739,0.406412,0
3261,0.552533,0.452213,0
3262,0.716256,1.148524,0
3263,1.551213,4.864659,1
3264,0.446462,0.964567,0
3265,1.136872,2.187581,1
3266,0.504655,1.198421,0
3267,1.150334,2.695740,1
3268,1.641675,1.179406,0
3269,0.074472,0.034189,0
3270,0.112271,0.111129,0
3271,0.380105,0.400881,0
3272,0.344685,0.656969,0
3273,0.195572,0.370266,0
3274,0.576411,0.862363,0
3275,0.142412,0.101804,0
3276,0.287457,0.626604,0
3277,0.067303,0.054224,0
3278,2.374239,4.566629,1
3279,0.635916,1.026391,0
3280,0.141403,0.055573,0
3281,0.173534,0.154825,0
3282,0.076406,0.051574,0
3283,1.494197,2.213542,1
3284,0.186794,0.566231,0
3285,0.310129,0.294061,0
3286,3.458834,3.860386,1
3287,0.389666,0.573061,0
3288,0.639365,0.658496,0
3289,0.307168,0.430885,0
3290,0.468216,0.649225,0
3291,0.230317,0.279786,0
3292,0.091330,0.206052,0
3293,0.551298,0.610942,0
3294,0.045735,0.176932,0
3295,0.492565,0.839744,0
3296,0.075104,0.082311,0
3297,0.087383,0.107763,0
3298,0.158239,0.152365,0
3299,0.131412,0.028730,0
3300,2.227393,3.980572,1
3301,0.067830,0.059988,0
3302,0.598122,1.538078,0
3303,1.054873,3.225907,1
3304,0.763651,1.460483,0
3305,0.089803,0.036043,0
3306,0.826535,1.565243,0
3307,0.650773,1.204164,0
3308,3.468200,5.245277,1
3309,1.879237,8.602062,1
3310,2.348231,4.527659,1
3311,0.045390,0.126793,0
3312,1.872558,1.483815,0
3313,8.224550,15.427073,1
3314,0.134583,0.017828,0
3315,1.059813,1.071917,0
3316,2.485087,2.769942,1
3317,1.077260,1.661119,0
3318,0.983926,1.103394,0
3319,0.325838,0.451062,0
3320,0.045153,0.018352,0
3321,0.117167,0.136063,0
3322,0.087935,0.073752,0
3323,1.690619,3.729994,1
3324,0.408751,0.663267,0
3325,1.819807,7.638233,1
3326,0.491885,0.385330,0
3327,0.109135,0.067293,0
3328,0.250829,0.096944,0
3329,0.557649,1.782928,0
3330,0.528389,0.308788,0
3331,0.090526,0.054118,0
3332,1.362299,2.977950,1
3333,1.050257,0.753298,0
3334,0.554579,0.558600,0
3335,0.631562,0.769412,0
3336,0.695413,2.035070,1
3337,0.089449,0.067332,0
3338,0.760925,1.256298,0
3339,1.803584,3.779729,1
3340,1.389478,2.799473,1
3341,0.343871,0.463385,0
3342,0.282219,0.526568,0
3343,0.557180,1.148945,0
3344,2.339233,4.857256,1
3345,1.716089,4.321991,1
3346,0.443943,0.195715,0
3347,0.153687,0.019306,0
3348,0.192894,0.514962,0
3349,0.712663,0.645972,0
3350,0.108400,0.103524,0
3351,0.064186,0.074582,0
3352,0.512117,0.953341,0
3353,0.154662,0.115598,0
3354,0.120207,0.082400,0
3355,0.157063,0.469276,0
3356,0.479263,1.984526,0
3357,0.785466,1.225420,0
3358,1.801651,6.945165,1
3359,1.823771,1.017632,0
3360,1.025858,1.659264,0
3361,1.734176,5.729020,1
3362,0.064020,0.048429,0
3363,0.056196,0.048257,0
3364,0.733132,1.091318,0
3365,0.717820,1.317547,0
3366,1.430093,3.246848,1
3367,0.467955,0.906730,0
3368,0.350211,0.855832,0
3369,0.378419,0.551459,0
3370,0.422202,0.390632,0
3371,1.532386,4.146806,1
3372,0.070862,0.066697,0
3373,2.165858,4.646902,1
3374,0.167873,0.180116,0
3375,0.530546,0.193194,0
3376,1.870585,1.791067,0
3377,0.368734,0.454123,0
3378,0.123883,0.114031,0
3379,1.117043,1.691965,0
3380,0.299585,0.497743,0
3381,0.971725,1.791115,0
3382,1.193012,1.608879,0
3383,0.062648,0.076406,0
3384,0.670520,1.109019,0
3385,0.170285,0.037264,0
3386,0.713031,1.231816,0
3387,2.619155,6.033946,1
3388,3.033120,5.177092,1
3389,0.721224,2.473338,1
3390,0.259553,0.293645,0
3391,0.774458,1.327114,0
3392,0.244947,0.643593,0
3393,0.097730,0.103306,0
3394,0.500122,0.715434,0
3395,0.363220,0.745110,0
3396,0.174736,0.400311,0
3397,1.494862,5.637429,1
3398,0.420831,0.629936,0
3399,0.423692,0.388971,0
3400,0.105796,0.097552,0
3401,0.443467,1.012134,0
3402,0.234375,0.254149,0
3403,0.905257,1.747112,0
3404,0.602781,0.962937,0
3405,0.981672,0.196389,0
3406,0.431202,0.503723,0
3407,0.328561,0.452080,0
3408,1.556746,6.855424,1
3409,0.111394,0.066889,0
3410,0.625163,1.636341,0
3411,1.503267,3.071869,1
3412,0.559318,2.054875,1
3413,0.351404,0.194889,0
3414,0.067184,0.033265,0
3415,0.297024,0.648762,0
3416,0.378941,0.480825,0
3417,0.110134,0.114738,0
3418,0.518332,0.471196,0
3419,0.642706,0.836542,0
3420,0.511612,0.643456,0
3421,0.090852,0.104103,0
3422,1.182197,2.047670,1
3423,0.054853,0.034026,0
3424,0.063199,0.034909,0
3425,0.302197,0.413918,0
3426,0.400661,0.691485,0
3427,0.075946,0.061614,0
3428,0.381305,0.281982,0
3429,0.094715,0.080846,0
3430,0.638404,0.851210,0
3431,0.312988,0.190491,0
3432,0.677959,0.610696,0
3433,2.045358,3.539682,1
3434,0.273995,0.439038,0
3435,0.108304,0.102392,0
3436,0.823694,1.584921,0
3437,0.061930,0.036256,0
3438,0.393518,0.650142,0
3439,0.204858,0.067808,0
3440,1.229877,2.195722,1
3441,0.950174,4.767282,1
3442,1.115587,1.704777,0
3443,0.534481,2.306298,1
3444,0.359981,0.360779,0
3445,0.876819,1.508924,0
3446,0.278060,0.505123,0
3447,0.564531,0.783267,0
3448,0.178106,0.372252,0
3449,0.349609,0.644566,0
3450,0.995388,2.226687,1
3451,0.237037,0.482204,0
3452,0.487264,0.414891,0
3453,1.852214,4.857742,1
3454,2.865162,2.317500,1
3455,3.202825,7.387241,1
3456,0.918156,1.389993,0
3457,3.132235,8.062997,1
3458,0.643806,0.818348,0
3459,0.867512,2.482341,1
3460,0.186854,0.585388,0
3461,1.129372,3.603835,1
3462,1.156384,2.827854,1
3463,1.003064,1.395816,0
3464,0.096072,0.077689,0
3465,0.377662,0.313308,0
3466,0.226237,0.215926,0
3467,0.663864,0.859251,0
3468,0.236119,0.452687,0
3469,0.501273,1.242995,0
3470,2.767788,7.989392,1
3471,0.276406,0.496136,0
3472,0.086824,0.097906,0
3473,2.401736,5.276509,1
3474,0.056008,0.049403,0
3475,3.658710,11.061207,1
3476,0.443353,0.708445,0
3477,0.108522,0.081454,0
3478,0.161132,0.140682,0
3479,0.333822,0.635662,0
3480,0.185310,0.272465,0
3481,0.803512,1.338352,0
3482,0.760328,2.069197,1
3483,0.697130,2.281375,1
3484,0.900717,2.083727,1
3485,0.719058,1.320282,0
3486,0.349396,1.195564,0
3487,0.194403,0.183660,0
3488,0.721795,0.775659,0
3489,0.273577,0.382803,0
3490,0.142139,0.164193,0
3491,0.114185,0.099131,0
3492,0.131856,0.152595,0
3493,0.073631,0.072469,0
3494,0.542820,0.608808,0
3495,1.563501,1.198078,0
3496,0.301394,0.154570,0
3497,0.674981,1.148564,0
3498,0.777640,0.843454,0
3499,0.480069,0.802133,0
3500,1.541503,3.520045,1
3501,0.233755,0.180827,0
3502,0.851733,2.121792,1
3503,0.866614,2.092376,1
3504,1.099014,1.896000,0
3505,0.101872,0.115157,0
3506,0.061285,0.057219,0
3507,0.818685,0.808020,0
3508,0.065973,0.038693,0
3509,0.450791,0.207670,0
3510,0.309468,0.440499,0
3511,0.254666,0.436217,0
3512,0.095842,0.090319,0
3513,1.038111,1.154660,0
3514,3.062490,3.864366,1
3515,1.338582,2.833421,1
3516,0.205857,0.029763,0
3517,0.426453,0.422977,0
3518,0.305158,0.533911,0
3519,0.091994,0.105709,0
3520,0.425263,0.903328,0
3521,1.131691,1.474743,0
3522,0.127900,0.159290,0
3523,0.491922,0.829966,0
3524,0.174916,0.103665,0
3525,0.073104,0.070482,0
3526,0.198220,0.062713,0
3527,0.068593,0.052343,0
3528,0.714356,1.036060,0
3529,1.321864,1.272497,0
3530,0.088898,0.036216,0
3531,0.202760,0.374454,0
3532,1.917327,6.019502,1
3533,0.563706,1.227495,0
3534,0.222301,0.365848,0
3535,1.722867,1.971931,0
3536,0.761549,1.697877,0
3537,0.561231,1.051719,0
3538,0.127241,0.145285,0
3539,0.476717,1.096301,0
3540,0.469071,0.697449,0
3541,0.378234,0.674681,0
3542,0.143878,0.141329,0
3543,0.638958,0.991823,0
3544,0.203542,0.443593,0
3545,0.690158,1.689100,0
3546,0.633222,1.272517,0
3547,0.161690,0.122781,0
3548,0.048958,0.026056,0
3549,0.769719,1.807724,0
3550,0.167967,0.143113,0
3551,1.421415,1.189464,0
3552,0.764359,2.784466,1
3553,0.486722,0.697614,0
3554,2.843615,5.357409,1
3555,2.377541,6.422011,1
3556,2.003642,3.257196,1
3557,0.442150,1.079063,0
3558,0.549915,0.517964,0
3559,0.111960,0.113109,0
3560,0.260912,0.172411,0
3561,0.641758,1.243159,0
3562,0.376515,0.497197,0
3563,0.241143,0.257094,0
3564,0.357486,0.284173,0
3565,0.128775,0.196109,0
3566,0.121967,0.129955,0
3567,3.318737,6.151587,1
3568,1.780176,1.634996,0
3569,0.694147,1.133721,0
3570,0.107615,0.103193,0
3571,1.562540,2.187773,1
3572,0.972328,0.951172,0
3573,0.523928,1.012529,0
3574,0.872594,1.401639,0
3575,0.325025,0.511078,0
3576,0.267722,0.329324,0
3577,1.882136,4.508090,1
3578,0.715018,1.649087,0
3579,0.205012,0.332538,0
3580,0.249478,0.384527,0
3581,1.118369,4.230443,1
3582,1.124919,1.658835,0
3583,0.107272,0.062786,0
3584,0.377320,0.733954,0
3585,1.206599,1.886527,0
3586,1.832911,4.904027,1
3587,0.710075,1.920703,0
3588,0.971510,2.197383,1
3589,0.388687,0.234649,0
3590,0.822544,1.512783,0
3591,0.093251,0.107112,0
3592,0.072431,0.053633,0
3593,0.140996,0.137439,0
3594,0.139524,0.103070,0
3595,0.764242,1.563909,0
3596,0.342162,0.485703,0
3597,0.126561,0.059320,0
3598,2.797578,0.470760,0
3599,0.087891,0.081256,0
3600,0.363416,0.784621,0
3601,0.529367,1.513032,0
3602,0.815789,4.656872,1
3603,0.448516,0.216205,0
3604,0.086368,0.052731,0
3605,0.419875,0.823459,0
3606,0.093530,0.106563,0
3607,0.095761,0.038571,0
3608,0.530680,0.541626,0
3609,1.079960,3.006059,1
3610,1.732150,3.572132,1
3611,0.672688,1.075848,0
3612,0.733340,0.850411,0
3613,0.398479,0.269705,0
3614,1.237177,5.088987,1
3615,1.523770,4.848744,1
3616,0.454112,0.820489,0
3617,0.449156,0.981747,0
3618,0.433110,0.740707,0
3619,0.418136,0.312632,0
3620,0.377789,0.317854,0
3621,0.488649,0.766961,0
3622,0.338523,0.690819,0
3623,0.427641,0.825267,0
3624,1.006158,2.831002,1
3625,0.070035,0.069171,0
3626,0.067742,0.065617,0
3627,0.073328,0.070572,0
3628,0.225052,0.549098,0
3629,0.899369,1.205587,0
3630,0.724838,0.833336,0
3631,3.948472,4.628962,1
3632,0.258563,0.331052,0
3633,0.162141,0.226851,0
3634,0.171526,0.074046,0
3635,0.132251,0.098149,0
3636,0.617688,1.519943,0
3637,1.310146,3.581995,1
3638,0.659179,3.043409,1
3639,1.108270,1.068864,0
3640,0.289626,0.219574,0
3641,0.254450,0.100779,0
3642,0.997318,2.497263,1
3643,0.211329,0.416901,0
3644,0.286790,0.467776,0
3645,0.740151,1.152593,0
3646,0.272253,0.184123,0
3647,0.641526,1.883889,0
3648,0.615986,0.838241,0
3649,0.503400,1.155452,0
3650,0.595274,1.306646,0
3651,0.130176,0.118134,0
3652,0.238450,0.171604,0
3653,0.115890,0.103874,0
3654,2.630042,7.952560,1
3655,0.266034,0.303352,0
3656,0.619328,1.085785,0
3657,0.631461,0.790515,0
3658,0.494888,0.555249,0
3659,0.591005,1.140181,0
3660,0.300822,0.142192,0
3661,0.088529,0.097891,0
3662,0.218541,0.104684,0
3663,1.035261,4.294111,1
3664,1.295654,2.090329,1
3665,0.380032,0.316712,0
3666,0.283704,0.595307,0
3667,2.156270,5.277687,1
3668,0.400469,0.983803,0
3669,0.808539,0.205921,0
3670,0.567975,0.928813,0
3671,0.189158,0.309246,0
3672,2.608561,6.865299,1
3673,0.434703,0.550112,0
3674,1.204934,2.698467,1
3675,0.341533,0.600824,0
3676,0.529962,1.099159,0
3677,0.406499,0.499489,0
3678,0.569023,0.897574,0
3679,1.310535,1.491915,0
3680,0.312159,0.667803,0
3681,0.975092,1.943618,0
3682,1.115728,1.388436,0
3683,0.103789,0.116631,0
3684,0.428520,0.192887,0
3685,0.597959,0.475847,0
3686,0.382489,0.384417,0
3687,0.089877,0.097090,0
3688,0.981239,1.726491,0
3689,0.681535,0.830183,0
3690,1.007896,2.470480,1
3691,0.544611,0.836839,0
3692,0.066288,0.062774,0
3693,0.646140,1.617198,0
3694,0.397427,0.427718,0
3695,0.608884,1.118413,0
3696,0.102573,0.089911,0
3697,0.562910,0.767008,0
3698,0.645089,1.712480,0
3699,0.463449,0.763650,0
3700,0.379751,0.719155,0
3701,1.303965,2.640461,1
3702,0.104980,0.102940,0
3703,0.210587,0.276683,0
3704,0.078772,0.039746,0
3705,0.096013,0.081853,0
3706,0.437057,0.498408,0
3707,0.562606,1.010837,0
3708,1.226403,1.742574,0
3709,0.247133,0.324867,0
3710,0.457041,0.405056,0
3711,0.128384,0.020154,0
3712,0.571430,0.529394,0
3713,0.070038,0.035887,0
3714,0.047422,0.015545,0
3715,1.391747,1.064716,0
3716,0.563073,1.046144,0
3717,0.511434,1.342093,0
3718,0.074900,0.167069,0
3719,0.476397,0.910845,0
3720,0.653603,2.368447,1
3721,0.091579,0.026738,0
3722,0.109794,0.100685,0
3723,0.538506,0.940223,0
3724,0.114500,0.093308,0
3725,0.188868,0.465404,0
3726,0.465187,0.861609,0
3727,1.025994,1.626241,0
3728,0.926955,1.461445,0
3729,0.376397,1.365956,0
3730,0.794506,0.951606,0
3731,0.138260,0.262003,0
3732,0.692299,0.290939,0
3733,0.224082,0.043825,0
3734,0.258863,0.385759,0
3735,0.732544,1.513115,0
3736,0.972803,2.607219,1
3737,0.106737,0.112912,0
3738,0.100879,0.093578,0
3739,0.708870,1.185476,0
3740,1.371742,4.022635,1
3741,1.307236,2.959397,1
3742,0.069405,0.068224,0
3743,0.988939,2.013681,1
3744,0.400068,0.226829,0
3745,0.436314,0.347877,0
3746,1.414343,2.633843,1
3747,0.458600,0.367709,0
3748,0.546899,1.154975,0
3749,0.838682,0.913873,0
3750,0.283296,0.233968,0
3751,0.109972,0.147486,0
3752,0.748097,0.551297,0
3753,2.551417,6.626544,1
3754,0.675533,0.920525,0
3755,0.366579,0.593733,0
3756,0.416839,0.462148,0
3757,0.415868,0.744093,0
3758,0.736901,1.891331,0
3759,0.153573,0.114448,0
3760,0.900492,0.514962,0
3761,0.814888,2.427633,1
3762,0.678496,0.795411,0
3763,0.055134,0.038413,0
3764,0.281483,0.444842,0
3765,0.804319,2.075130,1
3766,0.403870,0.872945,0
3767,0.498384,0.998100,0
3768,0.604817,0.659442,0
3769,0.887916,1.937605,0
3770,0.767413,0.805619,0
3771,0.246596,0.381677,0
3772,0.129537,0.095365,0
3773,0.062019,0.092058,0
3774,0.136328,0.092279,0
3775,0.528301,0.403630,0
3776,0.636521,1.355989,0
3777,1.208283,3.442456,1
3778,1.010255,2.697062,1
3779,0.066051,0.056843,0
3780,0.061266,0.057447,0
3781,0.504600,1.156147,0
3782,0.062023,0.034464,0
3783,0.714546,0.981277,0
3784,1.436590,2.705621,1
3785,0.273233,0.192222,0
3786,1.974519,5.866413,1
3787,2.391526,4.208797,1
3788,0.438147,0.470736,0
3789,0.294488,0.342115,0
3790,0.492453,0.829441,0
3791,0.468955,0.850254,0
3792,2.207510,4.282470,1
3793,0.346197,0.415820,0
3794,0.657031,1.225152,0
3795,0.124741,0.065429,0
3796,0.694337,1.076159,0
3797,0.457920,0.314362,0
3798,0.390432,0.574191,0
3799,0.519229,1.286116,0
3800,0.443011,0.965810,0
3801,1.438889,3.285417,1
3802,0.350534,0.380050,0
3803,0.353213,0.585934,0
3804,1.525814,1.792502,0
3805,0.157033,0.196673,0
3806,0.102085,0.109281,0
3807,0.799027,1.811686,0
3808,3.994195,7.316527,1
3809,0.145623,0.058314,0
3810,0.542606,0.352854,0
3811,0.855826,0.858485,0
3812,0.245686,0.533593,0
3813,0.557840,0.774864,0
3814,0.866913,1.810869,0
3815,0.145007,0.132643,0
3816,0.378602,0.261417,0
3817,0.568434,1.098450,0
3818,0.608404,0.742658,0
3819,0.545634,1.446233,0
3820,1.937090,5.122253,1
3821,0.436376,0.484669,0
3822,0.187016,0.400203,0
3823,0.069587,0.071359,0
3824,0.588089,0.481567,0
3825,0.501236,1.020217,0
3826,0.198813,0.121285,0
3827,0.528672,0.731389,0
3828,0.987379,2.793680,1
3829,0.102302,0.115706,0
3830,1.055324,1.088855,0
3831,2.119803,4.047388,1
3832,0.491166,1.198601,0
3833,0.102121,0.038581,0
3834,0.609905,0.348237,0
3835,0.719418,1.406319,0
3836,0.529921,1.070541,0
3837,0.328280,0.639238,0
3838,0.983828,1.301553,0
3839,0.354133,0.368864,0
3840,0.670738,1.128813,0
3841,1.747503,3.000871,1
3842,0.633166,0.447245,0
3843,1.001766,2.771021,1
3844,1.566063,1.515828,0
3845,0.953552,1.146899,0
3846,0.431437,0.317175,0
3847,0.461468,0.451641,0
3848,1.483651,4.217638,1
3849,0.077695,0.066998,0
3850,2.080845,5.707183,1
3851,0.565261,0.785598,0
3852,0.501204,0.570551,0
3853,0.331538,0.487250,0
3854,0.897281,1.648107,0
3855,0.510302,0.939262,0
3856,0.770246,0.435576,0
3857,0.315704,0.147675,0
3858,1.012289,1.545490,0
3859,0.375855,0.854335,0
3860,0.241116,0.608138,0
3861,0.811997,0.569166,0
3862,0.430749,0.342102,0
3863,0.341770,0.844880,0
3864,0.093852,0.075152,0
3865,0.102797,0.103409,0
3866,1.390116,3.441981,1
3867,0.090179,0.195964,0
3868,0.708698,1.064253,0
3869,0.101493,0.107810,0
3870,0.072897,0.063786,0
3871,0.587419,0.685937,0
3872,0.079756,0.048582,0
3873,0.377008,0.584255,0
3874,0.071109,0.059653,0
3875,0.195713,0.230826,0
3876,0.741449,0.903709,0
3877,0.641684,1.015496,0
3878,0.135315,0.161368,0
3879,0.700920,1.460831,0
3880,0.086133,0.070814,0
3881,0.585044,1.043182,0
3882,0.251226,0.163201,0
3883,0.576120,0.645710,0
3884,0.192651,0.239840,0
3885,1.220608,1.231331,0
3886,3.578524,5.611629,1
3887,0.226326,0.391458,0
3888,1.147084,1.698833,0
3889,0.096297,0.112696,0
3890,0.112809,0.104033,0
3891,1.449961,0.864242,0
3892,0.376790,0.490843,0
3893,7.360334,20.464495,1
3894,1.016309,1.532976,0
3895,0.953680,2.270910,1
3896,1.743679,4.888433,1
3897,0.649921,1.013663,0
3898,0.373366,0.285404,0
3899,0.349168,0.635380,0
3900,0.686818,1.615570,0
3901,0.628354,1.567027,0
3902,0.797323,1.841422,0
3903,1.146377,1.265928,0
3904,0.119512,0.097426,0
3905,0.929930,1.335405,0
3906,0.502480,0.715787,0
3907,2.785652,7.674092,1
3908,0.315444,0.240125,0
3909,0.230670,0.196144,0
3910,0.059758,0.080521,0
3911,0.276706,0.212670,0
3912,1.514356,2.477648,1
3913,0.464331,0.458017,0
3914,0.692565,1.017077,0
3915,0.137758,0.108697,0
3916,0.164667,0.091264,0
3917,0.682090,1.094551,0
3918,0.312257,0.164149,0
3919,0.147729,0.136389,0
3920,1.650957,1.892921,0
3921,2.697818,5.173410,1
3922,0.083409,0.052850,0
3923,0.705790,0.991523,0
3924,0.212278,0.106843,0
3925,1.219552,1.391417,0
3926,1.122004,1.462903,0
3927,0.564908,0.809759,0
3928,0.311273,0.227913,0
3929,0.571174,1.228927,0
3930,0.380714,0.326764,0
3931,0.319852,0.155867,0
3932,0.218004,0.428691,0
3933,0.080862,0.091875,0
3934,0.106095,0.088850,0
3935,0.274928,0.677946,0
3936,1.031487,0.986138,0
3937,0.654380,1.161250,0
3938,0.885055,1.115453,0
3939,0.084018,0.076931,0
3940,0.413787,0.206835,0
3941,0.473936,0.538347,0
3942,0.088304,0.078102,0
3943,0.162195,0.147563,0
3944,0.589042,0.905383,0
3945,0.457360,0.707006,0
3946,0.617482,1.051449,0
3947,0.295377,0.140180,0
3948,0.469107,0.524825,0
3949,0.079392,0.058908,0
3950,0.395271,0.859264,0
3951,0.488707,0.940431,0
3952,0.079964,0.088130,0
3953,0.779489,1.555398,0
3954,1.495367,3.237847,1
3955,1.341716,1.231983,0
3956,0.390732,0.627383,0
3957,0.162749,0.388267,0
3958,0.475199,1.364467,0
3959,0.150475,0.133719,0
3960,1.065592,1.409740,0
3961,0.749777,2.374809,1
3962,0.677849,0.590878,0
3963,2.344243,6.662266,1
3964,2.260259,6.324156,1
3965,0.505998,0.353592,0
3966,1.293879,1.280363,0
3967,0.360219,0.611295,0
3968,0.429772,0.901346,0
3969,0.428240,0.568813,0
3970,0.873355,1.314787,0
3971,0.620856,1.349277,0
3972,0.194688,0.121211,0
3973,0.087233,0.099891,0
3974,1.177454,0.969883,0
3975,0.139019,0.114663,0
3976,0.441403,1.478959,0
3977,0.132690,0.115752,0
3978,1.073863,0.846164,0
3979,0.359461,0.632376,0
3980,0.655465,1.423419,0
3981,0.136901,0.069835,0
3982,2.336213,6.149992,1
3983,1.845125,2.941643,1
3984,0.053712,0.038253,0
3985,0.485554,0.531062,0
3986,0.251575,0.102207,0
3987,1.155490,1.056966,0
3988,0.281319,0.359551,0
3989,1.314598,1.591989,0
3990,0.250947,0.391436,0
3991,0.988230,1.433070,0
3992,0.053486,0.040679,0
3993,0.522359,0.775037,0
3994,0.084956,0.091120,0
3995,0.881422,1.326092,0
3996,0.816886,1.247869,0
3997,0.725599,2.126213,1
3998,0.933824,1.457702,0
3999,0.624964,1.007270,0
4000,0.043625,0.158248,0
4001,0.097903,0.047187,0
4002,3.211655,4.755779,1
4003,0.878553,2.791442,1
4004,0.055096,0.021383,0
4005,0.087714,0.037327,0
4006,0.505538,0.828575,0
4007,0.397499,0.640980,0
4008,0.774950,0.952239,0
4009,0.088890,0.080554,0
4010,0.769401,1.788309,0
4011,0.315666,0.840957,0
4012,2.359033,4.247446,1
4013,0.735294,1.849491,0
4014,0.289370,0.470623,0
4015,0.091613,0.048180,0
4016,0.084893,0.045329,0
4017,2.399296,1.481953,0
4018,0.431316,0.719469,0
4019,0.142663,0.081326,0
4020,0.382419,0.728134,0
4021,0.607674,1.149434,0
4022,0.071607,0.055555,0
4023,0.104522,0.088280,0
4024,0.126670,0.128853,0
4025,0.185693,0.574983,0
4026,0.050552,0.040625,0
4027,0.120769,0.134201,0
4028,0.164546,0.039241,0
4029,0.522064,0.590784,0
4030,0.141660,0.117108,0
4031,0.125508,0.077162,0
4032,0.081983,0.060770,0
4033,0.085366,0.080830,0
4034,0.073887,0.048603,0
4035,0.342449,0.331354,0
4036,0.101037,0.088754,0
4037,0.579061,0.705580,0
4038,0.923010,1.968295,0
4039,0.086477,0.091111,0
4040,0.332040,0.441845,0
4041,0.689504,0.890032,0
4042,0.323255,0.415959,0
4043,0.457108,0.505088,0
4044,0.132024,0.123978,0
4045,0.092105,0.078419,0
4046,0.329585,0.553311,0
4047,0.528460,0.409141,0
4048,0.161494,0.110950,0
4049,0.468221,1.117032,0
4050,1.083307,1.619123,0
4051,0.864423,1.393282,0
4052,1.248794,2.403215,1
4053,0.183030,0.244003,0
4054,1.426319,0.196115,0
4055,2.769967,5.179898,1
4056,0.197387,0.234368,0
4057,0.606375,0.902514,0
4058,0.331830,0.945484,0
4059,0.684508,0.972460,0
4060,0.908391,4.337874,1
4061,0.280239,0.338071,0
4062,0.227168,0.524911,0
4063,0.963798,2.672935,1
4064,0.078893,0.076074,0
4065,0.422251,0.259630,0
4066,0.448196,0.333564,0
4067,0.472897,1.110399,0
4068,1.337201,3.078014,1
4069,0.504507,0.548534,0
4070,0.527381,1.180862,0
4071,0.293028,0.258626,0
4072,0.719347,0.840922,0
4073,0.093575,0.079667,0
4074,0.427551,0.969697,0
4075,0.694453,1.501242,0
4076,0.291478,0.301811,0
4077,2.216067,7.150538,1
4078,0.807772,1.115771,0
4079,1.953551,4.557869,1
4080,1.350842,1.565021,0
4081,0.145548,0.135713,0
4082,0.396893,0.738416,0
4083,1.516285,5.006578,1
4084,0.161392,0.186225,0
4085,0.433313,0.698039,0
4086,0.520111,0.833501,0
4087,0.395770,0.579166,0
4088,0.234910,0.278856,0
4089,0.094835,0.084191,0
4090,0.450754,0.671159,0
4091,0.488259,1.332602,0
4092,1.798920,2.180296,1
4093,1.332126,2.403570,1
4094,0.078667,0.053037,0
4095,0.576458,0.594004,0
4096,0.641626,1.075385,0
4097,1.041283,1.280289,0
4098,2.665594,3.756134,1
4099,0.757703,1.669742,0
4100,0.436871,0.341174,0
4101,1.603238,3.303550,1
4102,0.081422,0.075714,0
4103,0.626285,1.765484,0
4104,0.404752,0.946439,0
4105,0.336570,0.471528,0
4106,0.143366,0.121347,0
4107,0.108913,0.064882,0
4108,0.270863,0.825904,0
4109,1.227422,2.382617,1
4110,0.486268,0.980475,0
4111,0.927452,0.241074,0
4112,0.913793,0.774135,0
4113,0.670299,1.046194,0
4114,0.106670,0.037603,0
4115,0.470549,0.288963,0
4116,2.164886,2.280502,1
4117,0.306397,0.395009,0
4118,1.025151,1.057282,0
4119,0.068303,0.029628,0
4120,0.061763,0.049721,0
4121,0.193131,0.050327,0
4122,0.162312,0.075181,0
4123,0.609236,0.909282,0
4124,3.088031,8.055165,1
4125,0.107761,0.052354,0
4126,0.843514,1.650601,0
4127,0.054816,0.045007,0
4128,0.323781,0.326025,0
4129,1.963092,4.014929,1
4130,1.518476,0.548855,0
4131,0.377068,0.250417,0
4132,0.418825,0.574570,0
4133,1.981190,3.257354,1
4134,0.529408,0.445976,0
4135,1.839780,3.120202,1
4136,0.879962,1.113749,0
4137,0.754364,1.023596,0
4138,0.606403,0.812565,0
4139,0.413841,0.801055,0
4140,0.093856,0.097905,0
4141,0.535245,0.391500,0
4142,0.445527,0.515260,0
4143,2.715318,4.085981,1
4144,0.103627,0.107551,0
4145,0.231797,0.453956,0
4146,0.263421,0.124528,0
4147,4.131921,8.775607,1
4148,0.112823,0.120329,0
4149,0.515602,0.566619,0
4150,0.575656,0.970722,0
4151,0.552895,0.804425,0
4152,1.014116,0.451110,0
4153,0.259057,0.425422,0
4154,0.442023,0.697695,0
4155,0.961930,1.875883,0
4156,0.199307,0.424704,0
4157,0.360518,0.282840,0
4158,1.120586,2.843090,1
4159,0.357301,0.554357,0
4160,0.521240,1.025171,0
4161,0.845024,1.221335,0
4162,1.315961,1.945257,0
4163,1.855607,5.454876,1
4164,0.469832,0.436800,0
4165,0.447264,0.558383,0
4166,1.315867,1.864912,0
4167,0.520599,1.124060,0
4168,0.847392,2.231708,1
4169,0.141328,0.083204,0
4170,0.472994,0.620509,0
4171,0.299110,0.404097,0
4172,0.478927,0.769656,0
4173,0.504039,0.948844,0
