scenario_idx,minADE,minFDE,miss
7193,1.034547,1.710620,0
7194,0.072020,0.066369,0
7195,0.111485,0.097332,0
7196,0.110401,0.080263,0
7197,3.604798,4.421580,1
7198,0.207552,0.256805,0
7199,0.773907,1.623209,0
7200,0.455081,0.888426,0
7201,2.151398,3.574906,1
7202,0.070349,0.051406,0
7203,0.077402,0.086966,0
7204,0.464028,0.933830,0
7205,0.391201,0.467783,0
7206,1.159458,2.707460,1
7207,0.943799,2.810703,1
7208,0.097073,0.085948,0
7209,0.062036,0.058229,0
7210,0.445649,0.854567,0
7211,0.311058,0.351674,0
7212,0.074570,0.067465,0
7213,3.370603,3.245084,1
7214,0.129213,0.137453,0
7215,0.083895,0.044538,0
7216,0.994705,1.589323,0
7217,4.595564,9.239894,1
7218,0.722696,1.676502,0
7219,0.451690,0.649214,0
7220,0.444304,2.081594,1
7221,0.790334,2.756489,1
7222,0.842082,1.665730,0
7223,0.280896,0.319922,0
7224,0.949977,1.060998,0
7225,0.342783,0.164895,0
7226,0.097849,0.042659,0
7227,1.829298,3.246610,1
7228,0.094358,0.035066,0
7229,0.987560,1.767439,0
7230,0.237588,0.288792,0
7231,2.974591,8.234771,1
7232,0.081317,0.089681,0
7233,0.878433,2.738731,1
7234,0.085261,0.092871,0
7235,0.106227,0.197819,0
7236,0.346295,0.560192,0
7237,0.096706,0.042666,0
7238,0.101889,0.100370,0
7239,0.667337,1.411719,0
7240,0.556093,1.118781,0
7241,2.572533,1.900939,0
7242,0.120705,0.075810,0
7243,0.401172,0.577161,0
7244,0.612619,0.865825,0
7245,1.923109,4.643349,1
7246,0.249568,0.288941,0
7247,1.109534,1.241533,0
7248,0.317603,0.667727,0
7249,0.260747,0.032048,0
7250,1.761068,2.876737,1
7251,0.485271,0.695875,0
7252,0.298605,0.569969,0
7253,0.085370,0.094191,0
7254,0.552888,1.070743,0
7255,1.630680,2.953006,1
7256,0.207046,0.287131,0
7257,0.795188,1.325294,0
7258,0.579127,0.353346,0
7259,0.979941,1.506808,0
7260,1.809826,3.803519,1
7261,0.517810,0.529248,0
7262,0.068280,0.073371,0
7263,1.531650,3.650988,1
7264,0.540782,0.804469,0
7265,0.872936,1.379280,0
7266,1.102031,1.077368,0
7267,0.163963,0.109115,0
7268,0.384284,0.741389,0
7269,2.092080,3.455000,1
7270,0.541234,0.926671,0
7271,0.159158,0.180438,0
7272,0.294112,0.540343,0
7273,0.187986,0.470935,0
7274,0.093174,0.064024,0
7275,0.401155,0.773554,0
7276,1.121965,1.699809,0
7277,0.235654,0.462128,0
7278,1.764815,1.779801,0
7279,0.081356,0.084358,0
7280,0.307305,0.216834,0
7281,0.589378,0.905172,0
7282,0.429314,0.708972,0
7283,1.266286,2.231706,1
7284,0.088689,0.085757,0
7285,1.023285,2.055669,1
7286,0.054515,0.038325,0
7287,0.102770,0.037356,0
7288,0.441916,0.605714,0
7289,0.448727,0.620493,0
7290,1.797864,6.637377,1
7291,0.283625,0.793924,0
7292,1.702487,2.828799,1
7293,0.117023,0.097275,0
7294,1.487683,0.376275,0
7295,0.535348,0.682900,0
7296,1.895689,3.080630,1
7297,1.124739,1.292084,0
7298,0.305145,0.642843,0
7299,2.302692,2.928250,1
7300,1.191306,5.458059,1
7301,2.200910,4.834806,1
7302,0.566151,0.885669,0
7303,0.233273,0.448589,0
7304,0.340471,0.633531,0
7305,0.319077,0.447655,0
7306,0.067225,0.061265,0
7307,1.092078,1.921363,0
7308,0.614540,1.838413,0
7309,4.036468,4.813782,1
7310,0.158728,0.043647,0
7311,0.059833,0.058219,0
7312,0.448547,0.762295,0
7313,0.245479,0.293421,0
7314,0.115238,0.101043,0
7315,0.254875,0.523577,0
7316,2.024584,5.310128,1
7317,0.419504,0.373224,0
7318,0.849158,1.066766,0
7319,0.127917,0.023466,0
7320,0.070022,0.080844,0
7321,0.348985,0.342641,0
7322,0.104057,0.108053,0
7323,2.518805,7.074693,1
7324,0.359122,0.868098,0
7325,0.053431,0.059613,0
7326,0.610552,0.777586,0
7327,0.383233,0.747412,0
7328,0.620327,1.198050,0
7329,0.445103,0.694419,0
7330,0.092638,0.099104,0
7331,5.590504,15.168214,1
7332,0.573897,0.946028,0
7333,0.067455,0.109133,0
7334,0.707057,2.454025,1
7335,0.833721,1.983009,0
7336,3.156808,5.200484,1
7337,0.475988,0.816325,0
7338,0.283226,0.283874,0
7339,0.394961,0.439353,0
7340,1.577031,3.132014,1
7341,1.439081,1.175305,0
7342,2.451678,2.697815,1
7343,0.517921,1.165487,0
7344,0.527560,0.257916,0
7345,0.131980,0.079360,0
7346,0.729331,1.089724,0
7347,1.284317,2.829457,1
7348,0.157790,0.211288,0
7349,0.069717,0.048812,0
7350,0.109508,0.049101,0
7351,0.318968,0.410989,0
7352,0.410781,0.198618,0
7353,0.408640,0.295361,0
7354,0.092963,0.082972,0
7355,0.126941,0.126604,0
7356,0.692811,1.162903,0
7357,0.067509,0.067931,0
7358,0.105021,0.098810,0
7359,1.437982,2.700016,1
7360,0.078506,0.016290,0
7361,0.061749,0.207972,0
7362,1.794743,2.622067,1
7363,0.292301,0.362158,0
7364,0.893161,2.243496,1
7365,0.403946,0.820398,0
7366,2.098763,5.131754,1
7367,1.126469,0.998302,0
7368,1.532972,3.243078,1
7369,0.320941,0.533433,0
7370,0.746898,1.167592,0
7371,0.094797,0.038058,0
7372,0.398693,0.713106,0
7373,0.369834,0.503416,0
7374,1.803002,7.559880,1
7375,0.349265,0.143981,0
7376,3.759995,4.847973,1
7377,0.733801,1.619601,0
7378,0.057409,0.048042,0
7379,6.011199,15.809284,1
7380,0.785081,1.529585,0
7381,0.076357,0.073972,0
7382,0.266748,0.632559,0
7383,0.169243,0.363041,0
7384,0.170592,0.163908,0
7385,0.396105,0.359870,0
7386,0.889139,1.826417,0
7387,0.212780,0.349624,0
7388,0.389202,0.584456,0
7389,0.627477,0.721333,0
7390,0.435826,0.646187,0
7391,0.145113,0.179464,0
7392,0.180095,0.103108,0
7393,0.133548,0.235639,0
7394,3.685641,6.178526,1
7395,0.879808,0.755502,0
7396,0.066816,0.053600,0
7397,0.123049,0.109686,0
7398,0.060315,0.042963,0
7399,0.593575,0.886812,0
7400,0.141088,0.201341,0
7401,1.137184,6.087642,1
7402,0.100656,0.083206,0
7403,0.305097,0.485719,0
7404,0.170611,0.061543,0
7405,0.413093,0.981008,0
7406,0.782579,0.580571,0
7407,0.898656,1.441169,0
7408,0.123318,0.142120,0
7409,1.081534,1.693141,0
7410,0.089170,0.068699,0
7411,0.156489,0.256441,0
7412,0.148514,0.132197,0
7413,0.820154,3.269238,1
7414,0.055968,0.121531,0
7415,1.231491,3.152473,1
7416,0.505024,0.538702,0
7417,2.297328,6.348441,1
7418,0.081078,0.074314,0
7419,0.734691,1.223192,0
7420,1.078772,3.795166,1
7421,0.447579,0.609680,0
7422,0.523767,0.784209,0
7423,0.410496,0.534259,0
7424,0.103279,0.030439,0
7425,0.140150,0.223623,0
7426,0.759300,0.358347,0
7427,0.166558,0.021198,0
7428,0.082755,0.046644,0
7429,0.112330,0.112974,0
7430,1.171685,2.271319,1
7431,0.388799,0.673851,0
7432,0.426124,0.384860,0
7433,0.086612,0.084614,0
7434,0.221889,0.141818,0
7435,0.118811,0.025517,0
7436,0.547423,1.277230,0
7437,0.070401,0.076475,0
7438,1.567859,2.031326,1
7439,0.074001,0.080570,0
7440,0.755528,1.814561,0
7441,0.205953,0.262950,0
7442,0.882837,2.534540,1
7443,0.082677,0.157039,0
7444,0.083163,0.138567,0
7445,0.998790,2.162930,1
7446,0.083701,0.081793,0
7447,0.060174,0.169274,0
7448,0.084805,0.038364,0
7449,0.079621,0.081756,0
7450,0.217901,0.205402,0
7451,0.264597,0.033624,0
7452,0.409112,0.768360,0
7453,0.329248,0.440306,0
7454,0.486435,1.096224,0
7455,0.507898,1.438556,0
7456,0.658920,0.628762,0
7457,0.770217,1.250494,0
7458,0.460252,0.493796,0
7459,0.891934,1.227331,0
7460,0.330292,0.632728,0
7461,0.276334,0.213505,0
7462,1.237074,3.285306,1
7463,0.321043,1.118046,0
7464,0.784381,2.354021,1
7465,0.313372,0.397394,0
7466,0.123948,0.258993,0
7467,0.280787,0.423779,0
7468,0.769583,1.252445,0
7469,0.121445,0.117317,0
7470,1.017750,1.480186,0
7471,1.590104,2.168706,1
7472,0.760519,1.348530,0
7473,0.115168,0.179275,0
7474,0.975226,3.221994,1
7475,0.839065,1.542060,0
7476,2.171591,4.694620,1
7477,0.667439,2.142224,1
7478,0.141999,0.168931,0
7479,0.316010,0.399305,0
7480,0.939691,1.633421,0
7481,1.255448,1.801713,0
7482,0.294067,0.358863,0
7483,0.589647,0.204273,0
7484,0.471198,0.690185,0
7485,1.395442,5.959299,1
7486,1.874388,4.613729,1
7487,0.105235,0.023945,0
7488,0.147708,0.163376,0
7489,0.091476,0.101977,0
7490,1.392201,2.107807,1
7491,2.342003,4.364272,1
7492,0.140032,0.102833,0
7493,0.839003,0.887108,0
7494,0.083120,0.083816,0
7495,0.816969,0.960430,0
7496,1.849068,2.872258,1
7497,0.336230,0.293220,0
7498,0.527220,0.738596,0
7499,0.142986,0.041785,0
7500,1.606047,3.077305,1
7501,0.208917,0.128586,0
7502,0.125015,0.133152,0
7503,1.654181,5.513572,1
7504,0.394367,0.285826,0
7505,0.085689,0.087046,0
7506,0.406691,0.569782,0
7507,0.405794,1.673733,0
7508,0.284983,0.497433,0
7509,0.099798,0.093470,0
7510,0.371907,0.558215,0
7511,0.353868,0.794579,0
7512,0.504410,1.312038,0
7513,1.362516,3.420880,1
7514,0.060718,0.057032,0
7515,1.675795,3.550192,1
7516,1.059873,3.498446,1
7517,0.311416,0.615898,0
7518,0.419853,0.612931,0
7519,0.333044,0.239459,0
7520,1.115136,3.148876,1
7521,1.280523,3.580158,1
7522,0.074471,0.080525,0
7523,2.778000,6.270839,1
7524,0.703845,1.599549,0
7525,0.138466,0.088114,0
7526,0.154592,0.210357,0
7527,0.379713,0.416613,0
7528,0.117143,0.084356,0
7529,0.329666,0.647013,0
7530,0.064819,0.061965,0
7531,0.444822,0.421359,0
7532,0.253702,0.560954,0
7533,0.153171,0.101958,0
7534,1.392407,2.325027,1
7535,0.810582,1.468916,0
7536,0.319563,0.236834,0
7537,0.087469,0.071635,0
7538,0.106874,0.104151,0
7539,0.707306,0.673499,0
7540,0.325128,0.574998,0
7541,0.669766,1.037815,0
7542,0.526692,0.950578,0
7543,1.667862,3.919189,1
7544,0.212558,0.380210,0
7545,0.326430,0.804755,0
7546,0.315898,0.460871,0
7547,0.738764,0.468268,0
7548,0.456297,0.334603,0
7549,1.722210,1.795406,0
7550,0.054592,0.040322,0
7551,0.202618,0.150558,0
7552,0.213588,0.159308,0
7553,0.610898,1.676178,0
7554,0.671101,0.906964,0
7555,0.776123,1.133297,0
7556,0.085856,0.070553,0
7557,0.135920,0.109220,0
7558,0.072880,0.063040,0
7559,1.113762,2.561372,1
7560,0.222960,0.109024,0
7561,0.966097,2.758923,1
7562,0.425377,0.765140,0
7563,0.175112,0.341896,0
7564,0.875710,1.407068,0
7565,1.514342,1.953150,0
7566,0.084519,0.092797,0
7567,1.351472,4.097598,1
7568,0.085239,0.081172,0
7569,0.696043,1.018168,0
7570,2.245361,4.127520,1
7571,0.308461,0.424381,0
7572,0.477321,0.830534,0
7573,0.198780,0.197740,0
7574,0.080292,0.017151,0
7575,0.644956,0.748539,0
7576,1.205784,3.083152,1
7577,0.998318,1.910851,0
7578,0.914778,1.074149,0
7579,0.534004,0.751763,0
7580,0.272113,0.382374,0
7581,0.401709,0.606891,0
7582,0.330075,0.269459,0
7583,0.140022,0.077445,0
7584,0.153514,0.123133,0
7585,0.103867,0.044530,0
7586,0.280064,0.442565,0
7587,0.064448,0.065033,0
7588,0.129573,0.139005,0
7589,0.157386,0.149173,0
7590,0.146808,0.101673,0
7591,0.409516,0.937461,0
7592,0.590632,0.650609,0
7593,0.093687,0.036956,0
7594,0.449732,1.675913,0
7595,0.443669,2.065588,1
7596,0.664986,1.375489,0
7597,0.871192,1.804814,0
7598,0.066768,0.047865,0
7599,0.407654,0.402743,0
7600,1.132237,1.120963,0
7601,0.768646,1.906834,0
7602,0.439841,0.299071,0
7603,1.621461,3.393241,1
7604,0.093082,0.096457,0
7605,0.178309,0.478791,0
7606,0.343488,0.246665,0
7607,3.919480,10.137379,1
7608,2.460114,3.726530,1
7609,0.327713,0.310160,0
7610,1.641666,1.524473,0
7611,0.394715,0.592754,0
7612,0.349591,0.488871,0
7613,1.062105,2.353059,1
7614,1.349798,1.366073,0
7615,0.049953,0.111789,0
7616,0.515804,0.559457,0
7617,0.102211,0.030632,0
7618,0.445042,1.128201,0
7619,0.442374,0.712552,0
7620,0.434999,0.577887,0
7621,2.331626,4.432562,1
7622,0.100282,0.082535,0
7623,0.308071,0.366425,0
7624,0.954135,1.002699,0
7625,1.002050,1.656205,0
7626,0.341278,0.568210,0
7627,0.240828,0.265567,0
7628,0.105822,0.050386,0
7629,0.509166,1.002231,0
7630,0.359537,0.462917,0
7631,0.129511,0.198524,0
7632,1.312322,1.038547,0
7633,1.650028,2.482402,1
7634,0.749722,1.206326,0
7635,1.246032,2.865021,1
7636,0.232791,0.299209,0
7637,0.805734,0.861576,0
7638,0.586213,1.989852,0
7639,1.727428,4.263506,1
7640,2.359196,4.933464,1
7641,0.366691,0.303117,0
7642,0.514841,1.101598,0
7643,1.108933,3.296872,1
7644,0.450964,0.348116,0
7645,0.522346,0.648646,0
7646,2.560569,5.774336,1
7647,0.292924,0.586536,0
7648,0.107733,0.103890,0
7649,0.261748,0.162008,0
7650,1.749093,1.383000,0
7651,0.184563,0.225066,0
7652,1.474431,4.052259,1
7653,1.213481,2.259817,1
7654,0.473199,0.522139,0
7655,0.677081,0.914841,0
7656,0.437592,0.318022,0
7657,0.074896,0.081816,0
7658,0.092773,0.090683,0
7659,2.492997,4.736384,1
7660,1.069028,1.744094,0
7661,0.684745,1.229881,0
7662,0.456835,0.565695,0
7663,2.018775,3.907439,1
7664,0.082696,0.116473,0
7665,0.595419,1.289720,0
7666,1.033238,1.559434,0
7667,0.073493,0.058838,0
7668,0.132357,0.134122,0
7669,0.758608,0.617777,0
7670,0.815399,1.222535,0
7671,0.118240,0.172825,0
7672,1.881667,2.847492,1
7673,1.085364,0.909415,0
7674,0.389936,0.397854,0
7675,0.584141,1.276848,0
7676,0.752449,0.510992,0
7677,0.107229,0.104275,0
7678,0.181805,0.101736,0
7679,0.372916,1.105451,0
7680,0.095457,0.092997,0
7681,0.574404,0.573193,0
7682,0.928420,1.435364,0
7683,0.323187,0.501021,0
7684,0.205778,0.191743,0
7685,0.222221,0.069149,0
7686,0.093565,0.081412,0
7687,0.078653,0.086277,0
7688,0.585106,0.830267,0
7689,2.301523,6.125343,1
7690,1.783628,3.234269,1
7691,0.436622,0.926535,0
7692,1.432397,4.131998,1
7693,0.467579,0.492010,0
7694,0.951077,2.476458,1
7695,2.388790,4.436137,1
7696,0.107814,0.110442,0
7697,0.089126,0.103318,0
7698,0.247141,0.175449,0
7699,0.079566,0.079785,0
7700,0.849286,1.191420,0
7701,1.803853,1.959352,0
7702,0.560282,0.951554,0
7703,0.099402,0.068728,0
7704,0.921661,1.500990,0
7705,1.391271,4.361991,1
7706,0.074708,0.081886,0
7707,0.418235,0.672649,0
7708,0.512488,0.665303,0
7709,0.839600,3.090387,1
7710,0.089694,0.305024,0
7711,0.286555,0.493135,0
7712,0.074546,0.060493,0
7713,0.325632,0.198104,0
7714,0.063879,0.047933,0
7715,1.276981,3.160302,1
7716,0.744485,3.090498,1
7717,0.105490,0.109172,0
7718,0.821388,1.993015,0
7719,0.151998,0.102971,0
7720,0.528485,1.008779,0
7721,1.396757,2.584050,1
7722,0.867044,0.704931,0
7723,0.717098,2.071415,1
7724,0.110974,0.104892,0
7725,0.468460,0.830771,0
7726,1.164681,3.146176,1
7727,0.086961,0.045657,0
7728,0.267247,0.162445,0
7729,0.450346,1.187140,0
7730,3.234723,4.277093,1
7731,0.309976,0.444762,0
7732,1.601057,3.279914,1
7733,0.064070,0.084175,0
7734,1.140941,1.696011,0
7735,0.088091,0.078067,0
7736,0.100069,0.096764,0
7737,0.360472,0.763597,0
7738,0.768375,0.989156,0
7739,0.108015,0.119422,0
7740,2.524857,4.257934,1
7741,0.682534,0.740077,0
7742,0.313227,0.506120,0
7743,0.115199,0.100532,0
7744,0.078588,0.087577,0
7745,0.449294,0.738321,0
7746,1.110484,2.915381,1
7747,0.404723,0.734047,0
7748,0.086266,0.073996,0
7749,1.422392,1.928265,0
7750,0.599701,0.707775,0
7751,1.442403,1.538970,0
7752,0.351743,0.907453,0
7753,0.356981,0.457883,0
7754,0.092108,0.074210,0
7755,1.024423,2.818983,1
7756,0.072087,0.053704,0
7757,2.098783,0.575744,0
7758,1.665906,3.955524,1
7759,0.746577,0.416720,0
7760,0.357008,0.616455,0
7761,1.272685,1.416218,0
7762,0.229846,0.535275,0
7763,0.869966,3.137216,1
7764,0.369847,0.573312,0
7765,3.184623,8.851762,1
7766,0.085881,0.092320,0
7767,0.427071,1.300700,0
7768,0.051924,0.013326,0
7769,1.160593,3.005572,1
7770,0.447345,0.712202,0
7771,0.081687,0.088223,0
7772,0.668070,0.699938,0
7773,0.076766,0.090840,0
7774,1.457308,2.253847,1
7775,0.102964,0.097498,0
7776,0.407997,0.423808,0
7777,0.459289,0.711563,0
7778,0.367924,0.472074,0
7779,1.196908,3.754679,1
7780,0.094074,0.097340,0
7781,1.349200,3.491510,1
7782,0.103184,0.112871,0
7783,1.079814,2.621861,1
7784,0.085562,0.072004,0
7785,1.611588,2.459837,1
7786,1.186105,1.600840,0
7787,0.190506,0.063384,0
7788,1.065372,0.635095,0
7789,0.116009,0.057657,0
7790,0.333723,0.540766,0
7791,0.090012,0.086135,0
7792,0.411498,0.820546,0
7793,0.833172,1.577998,0
7794,0.073146,0.076541,0
7795,0.310997,0.429213,0
7796,0.069384,0.069731,0
7797,2.001665,3.876238,1
7798,0.071934,0.077305,0
7799,0.177038,0.292671,0
7800,1.229492,2.701108,1
7801,0.486714,1.072166,0
7802,0.743942,1.013478,0
7803,0.148435,0.112941,0
7804,0.439568,0.639439,0
7805,0.112767,0.126605,0
7806,0.608335,0.997284,0
7807,0.115261,0.117875,0
7808,1.638967,3.909808,1
7809,0.712003,3.314439,1
7810,0.075419,0.073772,0
7811,0.090464,0.100256,0
7812,0.476314,0.437304,0
7813,0.311205,0.464705,0
7814,0.082831,0.091030,0
7815,0.385843,0.742329,0
7816,0.292489,0.478592,0
7817,0.180403,0.120240,0
7818,0.421319,0.594429,0
7819,0.959236,1.372732,0
7820,0.515181,0.733481,0
7821,0.171867,0.082906,0
7822,1.783568,4.526721,1
7823,1.502668,2.386457,1
7824,0.076715,0.081211,0
7825,1.395947,4.167632,1
7826,0.954075,2.518348,1
7827,1.886585,3.274554,1
7828,0.538110,0.777930,0
7829,0.674544,1.422943,0
7830,1.884362,2.572971,1
7831,0.368890,0.484314,0
7832,0.654348,0.902438,0
7833,1.407735,3.100210,1
7834,0.157939,0.277448,0
7835,0.439292,0.931721,0
7836,0.507957,0.823979,0
7837,1.057502,2.880291,1
7838,0.475622,0.477341,0
7839,0.877954,1.340969,0
7840,0.192256,0.038685,0
7841,0.848515,0.959239,0
7842,0.518358,0.651721,0
7843,0.057589,0.007773,0
7844,0.691980,0.973594,0
7845,1.611130,4.212829,1
7846,0.128248,0.127545,0
7847,0.089408,0.064315,0
7848,1.457945,4.375875,1
7849,1.219630,5.301970,1
7850,0.760389,0.495380,0
7851,0.238477,0.327088,0
7852,0.168006,0.150369,0
7853,0.077819,0.071227,0
7854,0.859806,1.606636,0
7855,0.615114,0.040043,0
7856,0.219195,0.401276,0
7857,0.565031,0.712036,0
7858,0.627975,1.543121,0
7859,0.245695,0.289302,0
7860,0.088066,0.063769,0
7861,0.097419,0.054566,0
7862,0.180107,0.071796,0
7863,0.132934,0.140554,0
7864,4.633512,10.430317,1
7865,2.286247,3.811887,1
7866,0.337678,0.529752,0
7867,1.938239,4.402615,1
7868,0.805381,1.184094,0
7869,0.108552,0.102289,0
7870,0.321717,0.379623,0
7871,0.536857,1.095245,0
7872,0.434399,0.591897,0
7873,0.440823,1.001929,0
7874,0.104607,0.079621,0
7875,0.254254,0.321543,0
7876,2.621187,5.946852,1
7877,0.991552,1.600993,0
7878,0.516261,0.540664,0
7879,1.113192,2.599232,1
7880,0.097825,0.108439,0
7881,1.437083,5.208597,1
7882,0.072078,0.081467,0
7883,0.213523,0.314600,0
7884,0.086152,0.171304,0
7885,0.277972,0.417135,0
7886,0.235358,0.322642,0
7887,0.245986,0.140987,0
7888,0.485626,0.374422,0
7889,0.473824,1.122478,0
7890,0.073636,0.082441,0
7891,0.457737,1.130579,0
7892,1.318673,2.833620,1
7893,1.673883,1.914511,0
7894,1.486758,5.013187,1
7895,0.601566,1.059007,0
7896,0.296598,0.486023,0
7897,0.219734,0.236437,0
7898,0.943403,1.669293,0
7899,1.111560,1.091673,0
7900,0.959153,1.464316,0
7901,0.647909,1.074882,0
7902,0.526964,1.037346,0
7903,0.458247,0.747945,0
7904,0.612969,1.460360,0
7905,0.079785,0.092619,0
7906,1.080164,1.603785,0
7907,0.469825,0.959169,0
7908,0.337516,0.473976,0
7909,1.089409,3.523984,1
7910,0.055857,0.042007,0
7911,0.091571,0.108050,0
7912,0.799094,1.366862,0
7913,0.551290,1.028167,0
7914,0.109485,0.094471,0
7915,1.745104,0.524004,0
7916,0.731832,0.759538,0
7917,0.446783,1.733471,0
7918,0.730172,1.828693,0
7919,1.343590,2.598510,1
7920,2.660648,4.534394,1
7921,0.791020,0.891514,0
7922,0.323130,0.678819,0
7923,0.340803,0.912194,0
7924,0.716711,2.157362,1
7925,2.719516,10.099025,1
7926,1.253360,1.946580,0
7927,0.304060,0.048709,0
7928,0.111210,0.020493,0
7929,0.130297,0.106294,0
7930,1.030843,2.504957,1
7931,0.169203,0.201921,0
7932,0.088484,0.086371,0
7933,1.323600,2.006737,1
7934,0.134615,0.111276,0
7935,0.292751,0.748690,0
7936,0.300379,0.474441,0
7937,1.274294,3.316390,1
7938,0.449617,0.758057,0
7939,2.047632,3.383088,1
7940,2.186168,1.980537,0
7941,0.474384,0.436102,0
7942,0.409208,0.548014,0
7943,1.100294,3.259216,1
7944,0.502092,1.026719,0
7945,1.317644,1.935691,0
7946,4.125097,11.736401,1
7947,0.375170,0.312722,0
7948,0.281328,0.731538,0
7949,0.344137,0.399805,0
7950,0.048703,0.027677,0
7951,0.151102,0.150047,0
7952,0.731855,2.429468,1
7953,0.866519,1.995901,0
7954,0.118650,0.127075,0
7955,0.722048,1.221389,0
7956,0.528212,0.974862,0
7957,0.051121,0.029568,0
7958,0.092998,0.077096,0
7959,1.117436,1.574431,0
7960,0.333361,0.299693,0
7961,0.107453,0.071760,0
7962,0.767180,2.279192,1
7963,0.201487,0.107622,0
7964,0.150353,0.254061,0
7965,0.109174,0.100345,0
7966,0.059511,0.014359,0
7967,1.699984,4.714430,1
7968,0.104645,0.070851,0
7969,0.629973,1.138357,0
7970,1.504419,2.675690,1
7971,0.746195,1.503425,0
7972,0.974857,4.776681,1
7973,0.113047,0.094991,0
7974,0.487618,1.007251,0
7975,1.246827,1.779376,0
7976,0.611326,1.079788,0
7977,0.769748,0.969102,0
7978,0.370558,0.555768,0
7979,0.544313,0.936793,0
7980,0.374337,0.112090,0
7981,1.892944,2.224915,1
7982,0.974211,1.669737,0
7983,0.429848,0.353428,0
7984,0.463604,1.611359,0
7985,0.157638,0.116905,0
7986,0.383864,0.849990,0
7987,0.735560,0.459895,0
7988,0.578879,0.565598,0
7989,0.096657,0.324911,0
7990,0.418230,0.511140,0
7991,0.408081,1.199039,0
7992,0.669937,2.613541,1
7993,1.439634,1.975271,0
7994,0.071422,0.062897,0
7995,0.570572,1.144086,0
7996,1.204043,2.993054,1
7997,0.336368,0.527150,0
7998,0.582133,1.004137,0
7999,0.082080,0.076341,0
8000,0.094794,0.101941,0
8001,2.583091,2.194861,1
8002,0.594712,1.797726,0
8003,1.975332,2.015646,1
8004,0.299963,0.238100,0
8005,0.093367,0.097696,0
8006,1.527341,2.972365,1
8007,0.613777,0.222688,0
8008,0.347513,0.487965,0
8009,1.055211,2.229858,1
8010,0.428074,0.735112,0
8011,0.404091,1.158743,0
8012,0.797128,2.045972,1
8013,0.484846,1.310112,0
8014,0.429588,0.922134,0
8015,1.904573,2.856189,1
8016,0.135562,0.086551,0
8017,0.492324,0.994197,0
8018,0.303836,0.250282,0
8019,2.785747,6.302415,1
8020,0.135462,0.125932,0
8021,0.308554,0.577325,0
8022,0.363929,0.235258,0
8023,0.058380,0.043678,0
8024,2.341846,7.862972,1
8025,0.957643,0.323421,0
8026,2.065289,3.637494,1
8027,0.873417,1.118094,0
8028,0.418016,0.640446,0
8029,0.974680,1.655057,0
8030,0.386965,0.748378,0
8031,4.621285,10.582302,1
8032,0.464607,0.715206,0
8033,1.727424,3.121202,1
8034,1.138055,1.759278,0
8035,0.957827,2.157248,1
8036,0.230104,0.627763,0
8037,1.045847,2.628001,1
8038,0.187086,0.666244,0
8039,0.059467,0.159551,0
8040,1.727758,6.740015,1
8041,0.729823,1.227634,0
8042,0.256065,0.581867,0
8043,0.082192,0.063633,0
8044,1.329633,3.363559,1
8045,0.077821,0.075358,0
8046,0.776852,2.098993,1
8047,2.100147,7.750525,1
8048,0.589085,1.452589,0
8049,0.323649,0.429774,0
8050,0.394789,1.175787,0
8051,0.407234,0.754813,0
8052,0.631096,0.743489,0
8053,0.547670,1.693556,0
8054,1.363665,1.778869,0
8055,2.312367,1.666172,0
8056,0.296769,0.132146,0
8057,0.059445,0.036336,0
8058,0.072393,0.059951,0
8059,1.956913,5.613240,1
8060,0.681088,1.812119,0
8061,0.479198,0.630545,0
8062,0.270130,0.599575,0
8063,0.083578,0.088771,0
8064,0.762193,1.544284,0
8065,0.449486,0.555411,0
8066,0.514486,0.892824,0
8067,1.743510,1.841396,0
8068,0.281560,0.173215,0
8069,0.392369,0.389526,0
8070,0.745645,1.964039,0
8071,0.790701,1.370889,0
8072,0.887635,1.841551,0
8073,0.276830,0.132687,0
8074,0.061924,0.051661,0
8075,0.548020,1.266330,0
8076,1.021317,2.103729,1
8077,0.704931,0.468777,0
8078,0.752576,2.246051,1
8079,0.080164,0.052543,0
8080,6.388164,13.338706,1
8081,0.197647,0.057918,0
8082,0.500843,0.593452,0
8083,0.083659,0.026776,0
8084,0.234675,0.195925,0
8085,0.379673,0.322188,0
8086,0.399873,0.653454,0
8087,1.373538,3.194247,1
8088,0.318419,0.505195,0
8089,0.228614,0.333757,0
8090,0.895642,1.180893,0
8091,0.730942,2.654104,1
8092,0.086617,0.070014,0
8093,1.093918,1.319789,0
8094,0.445043,0.623234,0
8095,0.075657,0.081052,0
8096,0.068780,0.078306,0
8097,0.103277,0.043524,0
8098,0.338981,0.440321,0
8099,0.654587,1.092242,0
8100,0.047579,0.016924,0
8101,0.106737,0.123536,0
8102,0.234066,0.434730,0
8103,0.415349,0.440352,0
8104,0.166789,0.166360,0
8105,0.163488,0.147679,0
8106,0.284654,0.432762,0
8107,3.035924,8.374587,1
8108,0.365162,0.718833,0
8109,1.845700,1.861939,0
8110,1.284437,2.303712,1
8111,2.735401,3.701576,1
8112,1.505774,2.381872,1
8113,0.574324,1.140458,0
8114,2.081490,3.221938,1
8115,1.384279,1.042381,0
8116,1.483635,3.744382,1
8117,0.387111,0.648962,0
8118,0.086417,0.084724,0
8119,0.363155,0.703140,0
8120,0.413482,0.560957,0
8121,0.943414,3.677880,1
8122,0.716735,1.195579,0
8123,0.730954,1.484185,0
8124,0.276325,0.310843,0
