selADE,selFDE,total_violated,sl_violated,tier_0_violated,tier_1_violated,tier_2_violated,tier_3_violated,infeasible_selected
5.944254398345947,11.996771812438965,False,False,False,False,False,False,False
3.8438785076141357,5.660337924957275,True,True,True,False,False,False,False
1.9263529777526855,6.649348735809326,False,False,False,False,False,False,False
0.6267450451850891,0.8528967499732971,False,False,False,False,False,False,False
4.261754989624023,11.118330955505371,True,False,False,False,False,True,False
0.26826637983322144,0.14448924362659454,False,False,False,False,False,False,False
5.1784491539001465,13.064704895019531,True,True,True,False,False,False,False
3.5207417011260986,5.1421990394592285,False,False,False,False,False,False,False
4.2756667137146,6.633204936981201,True,False,False,False,False,True,False
0.42632338404655457,0.6297251582145691,True,False,False,False,False,True,False
4.906975269317627,9.010310173034668,False,False,False,False,False,False,False
1.9696166515350342,2.8434834480285645,False,False,False,False,False,False,False
1.6357468366622925,2.3099591732025146,True,True,True,False,False,False,False
2.5621209144592285,4.788514614105225,True,False,False,False,False,True,False
3.6796770095825195,5.894542694091797,False,False,False,False,False,False,False
1.4349236488342285,1.5390185117721558,True,True,True,False,False,False,False
0.412546843290329,0.509921133518219,True,True,True,False,False,False,False
0.4338117241859436,0.268991619348526,True,False,False,False,False,True,False
8.277848243713379,22.437381744384766,False,False,False,False,False,False,False
0.3190048933029175,0.240054190158844,True,True,True,False,False,False,False
1.9450774192810059,2.7607104778289795,False,False,False,False,False,False,False
4.89839506149292,12.109834671020508,True,False,False,False,True,True,False
15.494336128234863,38.39922332763672,False,False,False,False,False,False,False
0.6735250353813171,0.9510794878005981,True,True,True,False,False,False,False
7.771608829498291,16.237321853637695,True,True,True,False,False,False,False
1.747740626335144,3.6485843658447266,False,False,False,False,False,False,False
3.190802812576294,8.97291088104248,True,True,True,False,False,False,False
0.46314921975135803,0.5894045829772949,False,False,False,False,False,False,False
0.3377206027507782,0.3480932116508484,True,True,True,False,False,False,False
0.44903117418289185,0.6822472214698792,False,False,False,False,False,False,False
4.208352565765381,6.94580078125,False,False,False,False,False,False,False
2.3779308795928955,3.051607370376587,True,False,False,False,False,True,False
0.5719900727272034,0.5537182688713074,False,False,False,False,False,False,False
0.978851854801178,1.7688987255096436,False,False,False,False,False,False,False
3.064038038253784,4.963257789611816,False,False,False,False,False,False,False
6.95365571975708,19.199817657470703,True,True,True,False,False,True,False
7.707067489624023,18.432729721069336,False,False,False,False,False,False,False
8.321853637695312,22.39185905456543,False,False,False,False,False,False,False
1.4380292892456055,1.6987353563308716,False,False,False,False,False,False,False
0.18595153093338013,0.19382336735725403,True,True,True,False,False,False,False
0.31766074895858765,0.18851692974567413,True,True,True,False,False,False,False
0.15455779433250427,0.4586260914802551,False,False,False,False,False,False,False
2.41540789604187,2.6827943325042725,True,False,False,False,False,True,False
0.8481259346008301,1.7768211364746094,True,False,False,False,False,True,False
1.3116390705108643,1.8608288764953613,False,False,False,False,False,False,False
5.027880668640137,7.735611438751221,False,False,False,False,False,False,False
0.8723035454750061,0.992958128452301,True,True,True,False,False,False,False
1.2187893390655518,1.7009609937667847,True,True,True,False,False,False,False
0.5201670527458191,0.47698068618774414,False,False,False,False,False,False,False
1.4406534433364868,2.078800916671753,False,False,False,False,False,False,False
1.1045193672180176,1.8824925422668457,True,True,True,False,False,False,False
3.560565710067749,4.901149272918701,True,True,True,False,False,False,False
9.508201599121094,26.74933624267578,False,False,False,False,False,False,False
0.3953110873699188,0.44730523228645325,False,False,False,False,False,False,False
1.3528225421905518,1.9701149463653564,False,False,False,False,False,False,False
1.4392035007476807,2.194213390350342,False,False,False,False,False,False,False
3.716491937637329,4.916532039642334,False,False,False,False,False,False,False
0.5521470904350281,0.5485844612121582,True,True,True,False,False,False,False
9.409819602966309,25.974231719970703,False,False,False,False,False,False,False
1.9673662185668945,4.061406135559082,False,False,False,False,False,False,False
3.1434803009033203,7.653632640838623,False,False,False,False,False,False,False
1.219573974609375,2.2492055892944336,True,True,True,True,False,False,False
0.27514392137527466,0.42144322395324707,False,False,False,False,False,False,False
0.6687911152839661,0.9236805438995361,False,False,False,False,False,False,False
2.196215867996216,3.5054380893707275,False,False,False,False,False,False,False
1.9896326065063477,4.4237751960754395,False,False,False,False,False,False,False
6.45163631439209,14.27735710144043,False,False,False,False,False,False,False
1.355486273765564,1.326490879058838,False,False,False,False,False,False,False
5.618579864501953,11.306159973144531,True,True,True,False,False,False,False
4.344273090362549,8.359978675842285,False,False,False,False,False,False,False
1.735656499862671,2.1250250339508057,False,False,False,False,False,False,False
3.3211209774017334,10.598506927490234,False,False,False,False,False,False,False
4.13682222366333,6.664686679840088,False,False,False,False,False,False,False
0.7320841550827026,1.0265403985977173,True,True,True,False,False,False,False
0.4549417495727539,0.9333937168121338,False,False,False,False,False,False,False
4.812331676483154,8.014060020446777,True,False,False,False,False,True,False
0.1990566998720169,0.014157792553305626,False,False,False,False,False,False,False
3.523020029067993,8.266005516052246,True,False,False,False,False,True,False
1.6060346364974976,2.0663087368011475,True,False,False,False,False,True,False
2.3553032875061035,1.6145262718200684,False,False,False,False,False,False,False
1.6108579635620117,3.005326747894287,False,False,False,False,False,False,False
4.416568756103516,12.749860763549805,True,True,True,False,False,False,False
0.303465336561203,1.0432461500167847,False,False,False,False,False,False,False
0.8664490580558777,1.2139544486999512,False,False,False,False,False,False,False
0.4708684980869293,0.421230673789978,False,False,False,False,False,False,False
2.6384997367858887,3.321115255355835,False,False,False,False,False,False,False
0.6040053367614746,0.6531296968460083,False,False,False,False,False,False,False
0.5629497766494751,1.8685476779937744,False,False,False,False,False,False,False
4.415030002593994,6.738367080688477,True,True,True,False,False,False,False
0.2825363874435425,0.189683735370636,False,False,False,False,False,False,False
1.598215103149414,1.6471015214920044,False,False,False,False,False,False,False
0.39917778968811035,0.6708294749259949,True,True,True,False,False,False,False
2.660355567932129,4.882502555847168,False,False,False,False,False,False,False
3.6293954849243164,5.048873424530029,True,True,True,False,False,False,False
0.2696613669395447,0.16090326011180878,False,False,False,False,False,False,False
1.1679459810256958,2.096789598464966,True,False,False,False,False,True,False
1.4058210849761963,2.0504343509674072,True,False,False,False,False,True,False
1.6578383445739746,2.407057046890259,False,False,False,False,False,False,False
1.0872591733932495,1.8293848037719727,True,True,True,False,False,False,False
5.964658737182617,13.52393627166748,False,False,False,False,False,False,False
0.18811079859733582,0.048875417560338974,False,False,False,False,False,False,False
0.2980238199234009,0.35880905389785767,False,False,False,False,False,False,False
5.822047233581543,15.199563026428223,False,False,False,False,False,False,False
1.0809293985366821,1.8844776153564453,True,False,False,False,False,True,False
5.4964375495910645,8.254091262817383,True,True,True,True,False,False,False
6.22198486328125,14.215811729431152,True,True,True,False,False,False,False
0.08497629314661026,0.12539303302764893,False,False,False,False,False,False,False
0.22134102880954742,0.08617555350065231,False,False,False,False,False,False,False
0.6577777862548828,0.8995535969734192,True,True,True,False,False,False,False
1.5509788990020752,2.7843027114868164,False,False,False,False,False,False,False
0.471863329410553,0.4785113036632538,False,False,False,False,False,False,False
0.2884335219860077,0.323284775018692,False,False,False,False,False,False,False
1.2475628852844238,1.4535536766052246,True,True,True,False,False,False,False
3.6110117435455322,5.960896015167236,False,False,False,False,False,False,False
3.032149076461792,7.132145881652832,False,False,False,False,False,False,False
2.3556363582611084,4.150139331817627,True,False,False,False,False,True,False
0.8879066705703735,1.238333821296692,True,True,True,False,False,False,False
1.2747821807861328,3.127253532409668,False,False,False,False,False,False,False
1.4561821222305298,2.607792377471924,True,False,False,False,False,True,False
3.0287797451019287,4.068819999694824,False,False,False,False,False,False,False
1.8863366842269897,4.13043212890625,False,False,False,False,False,False,False
0.7179273366928101,0.7650986909866333,True,False,False,False,False,True,False
1.9132524728775024,4.410772323608398,False,False,False,False,False,False,False
3.269620656967163,5.496607303619385,False,False,False,False,False,False,False
9.028579711914062,20.068117141723633,True,True,True,False,False,True,False
1.0032219886779785,1.0617454051971436,True,True,True,False,False,False,False
1.2683019638061523,7.156352519989014,False,False,False,False,False,False,False
6.938364505767822,18.601301193237305,False,False,False,False,False,False,False
0.6074691414833069,1.0718756914138794,True,False,False,False,False,True,False
